  57262.3661510   0.0032349   0.0013901
  57262.3667460   0.0039196   0.0014130
  57262.3673410   0.0020765   0.0013984
  57262.3679360   0.0029101   0.0013948
  57262.3685320   0.0031308   0.0014415
  57262.3691270   0.0031494   0.0014244
  57262.3697220   0.0059823   0.0014383
  57262.3703180   0.0048503   0.0014291
  57262.3709120   0.0038160   0.0014372
  57262.3715080   0.0084185   0.0014264
  57262.3721030   0.0027514   0.0014428
  57262.3726990   0.0061831   0.0014085
  57262.3732930   0.0040120   0.0014351
  57262.3738890   0.0057255   0.0014037
  57262.3744030   0.0016942   0.0015699
  57262.3748820   0.0026302   0.0015500
  57262.3753620   0.0053716   0.0015531
  57262.3758410   0.0014296   0.0015643
  57262.3763200   0.0044086   0.0015831
  57262.3768000   0.0030835   0.0015864
  57262.3772790   0.0045894   0.0015269
  57262.3777580   0.0052900   0.0015839
  57262.3782380   0.0061050   0.0016030
  57262.3787170   0.0049902   0.0016146
  57262.3791970   0.0062375   0.0015961
  57262.3796760   0.0078012   0.0015629
  57262.3801550   0.0018321   0.0015854
  57262.3806350   0.0061766   0.0015601
  57262.3811140   0.0029935   0.0015962
  57262.3815940   0.0054371   0.0015717
  57262.3820730   0.0026557   0.0015918
  57262.3825530   0.0038207   0.0015903
  57262.3830320   0.0030093   0.0015809
  57262.3835110   0.0015897   0.0015788
  57262.3839910   0.0027622   0.0015666
  57262.3844700   0.0013941   0.0016006
  57262.3849500   0.0074806   0.0016003
  57262.3854300   0.0047422   0.0015953
  57262.3859090   0.0077726   0.0015983
  57262.3863880   0.0044549   0.0015749
  57262.3868680   0.0041754   0.0015725
  57262.3873470   0.0057542   0.0015786
  57262.3878270   0.0017286   0.0015626
  57262.3883060   0.0067210   0.0015683
  57262.3887860   0.0023631   0.0015771
  57262.3892660   0.0039411   0.0015796
  57262.3897450   0.0030456   0.0015728
  57262.3902250   0.0006456   0.0016062
  57262.3907040   0.0045159   0.0015793
  57262.3911840   0.0003619   0.0016003
  57262.3916630   0.0054142   0.0015637
  57262.3921430   0.0038512   0.0016047
  57262.3926220   0.0072888   0.0016107
  57262.3931020   0.0063830   0.0015871
  57262.3935810   0.0059514   0.0015829
  57262.3940610   0.0043713   0.0015840
  57262.3945400   0.0053216   0.0015539
  57262.3950190   0.0055562   0.0015771
  57262.3954990   0.0051798   0.0016011
  57262.3959780   0.0060547   0.0016093
  57262.3964580   0.0033349   0.0015974
  57262.3969370   0.0059936   0.0015874
  57262.3974170   0.0045310   0.0015873
  57262.3978960   0.0053508   0.0015690
  57262.3983760   0.0056955   0.0015889
  57262.3988550   0.0056676   0.0016237
  57262.3993350   0.0045127   0.0016100
  57262.3998140   0.0069385   0.0016188
  57262.4002940   0.0066276   0.0016238
  57262.4007730   0.0075941   0.0015493
  57262.4012530   0.0029030   0.0015806
  57262.4017320   0.0049580   0.0015828
  57262.4022120   0.0037365   0.0015755
  57262.4026920   0.0047011   0.0015668
  57262.4031710   0.0047099   0.0015977
  57262.4036500   0.0048399   0.0015808
  57262.4041300   0.0057516   0.0015657
  57262.4046090   0.0043176   0.0015585
  57262.4050880   0.0012983   0.0015754
  57262.4055680   0.0047490   0.0015887
  57262.4060480   0.0059797   0.0015988
  57262.4065270   0.0042951   0.0016329
  57262.4070060  -0.0007218   0.0016340
  57262.4074860   0.0026974   0.0016708
  57262.4079650   0.0021408   0.0016520
  57262.4087880   0.0035484   0.0013898
  57262.4095000   0.0049050   0.0013633
  57262.4102110   0.0043974   0.0013847
  57262.4109220   0.0065360   0.0013434
  57262.4116330   0.0044273   0.0013619
  57262.4123440   0.0019495   0.0013513
  57262.4130550   0.0057337   0.0013302
  57262.4137660   0.0072822   0.0013700
  57262.4144770   0.0059074   0.0013489
  57262.4151880   0.0084309   0.0013622
  57262.4158990   0.0040327   0.0013052
  57262.4166100   0.0086883   0.0013336
  57262.4173210   0.0045513   0.0013596
  57262.4180310   0.0079718   0.0013522
  57262.4187430   0.0085962   0.0013365
  57262.4194530   0.0057875   0.0013289
  57262.4200640   0.0052570   0.0015767
  57262.4205440   0.0043315   0.0015969
  57262.4210230   0.0024997   0.0015863
  57262.4215030   0.0014411   0.0015919
  57262.4219820   0.0056517   0.0016138
  57262.4224630   0.0036709   0.0016125
  57262.4229420   0.0058877   0.0015998
  57262.4234220   0.0020079   0.0016098
  57262.4239010   0.0081418   0.0015880
  57262.4243810   0.0033563   0.0015621
  57262.4248600   0.0059200   0.0015688
  57262.4253390   0.0039726   0.0015858
  57262.4258190   0.0056831   0.0015732
  57262.4262980   0.0060742   0.0015721
  57262.4267770   0.0033275   0.0015834
  57262.4272570   0.0063617   0.0016100
  57262.4277360   0.0042806   0.0015699
  57262.4282160   0.0062032   0.0015985
  57262.4286950   0.0041217   0.0015845
  57262.4291750   0.0024068   0.0015764
  57262.4296550   0.0056714   0.0015668
  57262.4301340   0.0012321   0.0015880
  57262.4306140   0.0053681   0.0015889
  57262.4310930   0.0058579   0.0015955
  57262.4315720   0.0033538   0.0015669
  57262.4320520   0.0027718   0.0015810
  57262.4325320   0.0046386   0.0015668
  57262.4330110   0.0034439   0.0015687
  57262.4334910   0.0056651   0.0015799
  57262.4339700   0.0060222   0.0016050
  57262.4344500   0.0024657   0.0015897
  57262.4349290   0.0059938   0.0016059
  57262.4354080   0.0022187   0.0015932
  57262.4358880   0.0073321   0.0015691
  57262.4363670   0.0039271   0.0015789
  57262.4368470   0.0028698   0.0015690
  57262.4373260   0.0060176   0.0015668
  57262.4378060   0.0035176   0.0016034
  57262.4382850   0.0034014   0.0015828
  57262.4387650   0.0086927   0.0015584
  57262.4392440   0.0060665   0.0015850
  57262.4397240   0.0059923   0.0016067
  57262.4402030   0.0080765   0.0015529
  57262.4406830   0.0027166   0.0015999
  57262.4411620   0.0029533   0.0015841
  57262.4416420   0.0076121   0.0016081
  57262.4421210   0.0046301   0.0015748
  57262.4426010   0.0069789   0.0015648
  57262.4430800   0.0106292   0.0016005
  57262.4435600   0.0037910   0.0015761
  57262.4440390   0.0079982   0.0015757
  57262.4445190   0.0086236   0.0015504
  57262.4449980   0.0025468   0.0015917
  57262.4454770   0.0058933   0.0015731
  57262.4459570   0.0045824   0.0016137
  57262.4464360   0.0056506   0.0015974
  57262.4469160   0.0074388   0.0015542
  57262.4473950   0.0033834   0.0015810
  57262.4478740   0.0048034   0.0015870
  57262.4483540   0.0058736   0.0015655
  57262.4488330   0.0080145   0.0015818
  57262.4493130   0.0035415   0.0015599
  57262.4497930   0.0080432   0.0015689
  57262.4502720   0.0019508   0.0016010
  57262.4507520   0.0074255   0.0015968
  57262.4512310   0.0038150   0.0015783
  57262.4517110   0.0069072   0.0015695
  57262.4521900   0.0036890   0.0016020
  57262.4526700   0.0034555   0.0016246
  57262.4531490   0.0070149   0.0015515
  57262.4536290   0.0055415   0.0015839
  57262.4541080   0.0043777   0.0015645
  57262.4545880   0.0070302   0.0015729
  57262.4550670   0.0074531   0.0015743
  57262.4555460   0.0034182   0.0015666
  57262.4560260   0.0053096   0.0016172
  57262.4565060   0.0102622   0.0016230
  57262.4569850   0.0044420   0.0015897
  57262.4574640   0.0021650   0.0016155
  57262.4579440   0.0055254   0.0016067
  57262.4584230   0.0055351   0.0016119
  57262.4589030   0.0044018   0.0015646
  57262.4593820   0.0086048   0.0016252
  57262.4598620   0.0022780   0.0015874
  57262.4603410   0.0045666   0.0016142
  57262.4608210   0.0027356   0.0015861
  57262.4613000   0.0025383   0.0015916
  57262.4617800   0.0037909   0.0015440
  57262.4622590   0.0056443   0.0015859
  57262.4627390   0.0064540   0.0016017
  57262.4632180   0.0070710   0.0016321
  57262.4636980   0.0063094   0.0016227
  57262.4641770   0.0058266   0.0016252
  57262.4646570   0.0055529   0.0015966
  57262.4651360   0.0072878   0.0016225
  57262.4656150   0.0024947   0.0016148
  57262.4660950   0.0030490   0.0015989
  57262.4665740   0.0027655   0.0016099
  57262.4670540   0.0069859   0.0016664
  57262.4675330   0.0020239   0.0017276
  57262.4680130   0.0041285   0.0017828
  57262.4684920   0.0032589   0.0017081
  57262.4689710   0.0046028   0.0016576
  57262.4694510  -0.0020480   0.0016617
  57262.4699310   0.0011412   0.0016367
  57262.4704100   0.0015448   0.0016382
  57262.4708900   0.0055269   0.0015827
  57262.4713690   0.0035655   0.0016302
  57262.4718490   0.0045570   0.0015848
  57262.4723280   0.0030924   0.0016277
  57262.4728080   0.0002738   0.0015968
  57262.4732880   0.0007512   0.0015769
  57262.4737670   0.0018306   0.0015928
  57262.4742460   0.0016890   0.0016124
  57262.4747260   0.0002201   0.0016064
  57262.4752050   0.0033876   0.0016006
  57262.4756840   0.0011379   0.0016264
  57262.4761640  -0.0000534   0.0016520
  57262.4766440  -0.0012647   0.0016210
  57262.4771230   0.0017835   0.0016606
  57262.4776020   0.0037761   0.0017136
  57262.4780820   0.0019268   0.0016668
  57262.4785610  -0.0021412   0.0016248
  57262.4790410   0.0023376   0.0016025
  57262.4795200   0.0003994   0.0016134
  57262.4800000  -0.0014574   0.0016103
  57262.4804790  -0.0002237   0.0015997
  57262.4809590   0.0022330   0.0016026
  57262.4814380   0.0013652   0.0016075
  57262.4819180  -0.0005583   0.0016008
  57262.4823970   0.0004116   0.0015847
  57262.4828770   0.0007394   0.0015994
  57262.4833560   0.0017296   0.0015898
  57262.4838360   0.0010795   0.0016226
  57262.4843150   0.0025700   0.0015918
  57262.4847950   0.0007760   0.0016069
  57262.4852740   0.0001714   0.0016059
  57262.4857530   0.0042587   0.0015961
  57262.4862330  -0.0011814   0.0015842
  57262.4867130   0.0008454   0.0015851
  57262.4871920   0.0003971   0.0015726
  57262.4876710   0.0014491   0.0015879
  57262.4881510   0.0017042   0.0015988
  57262.4886300   0.0008045   0.0016029
  57262.4891100   0.0015144   0.0015676
  57262.4895890  -0.0023826   0.0015875
  57262.4900690   0.0016706   0.0015502
  57262.4905480  -0.0030747   0.0016183
  57262.4910280   0.0015409   0.0016086
  57262.4915070  -0.0001123   0.0016045
  57262.4919870   0.0014525   0.0016070
  57262.4924660   0.0016166   0.0015908
  57262.4929460   0.0000660   0.0016208
  57262.4934250  -0.0022006   0.0016203
  57262.4939050  -0.0014078   0.0016378
  57262.4943840   0.0019054   0.0015707
  57262.4948640  -0.0027358   0.0015771
  57262.4953430  -0.0007608   0.0015876
  57262.4958220  -0.0010462   0.0015964
  57262.4963020  -0.0005457   0.0015592
  57262.4967810   0.0005947   0.0015637
  57262.4972610   0.0004367   0.0016076
  57262.4977400   0.0006293   0.0015632
  57262.4982200   0.0015278   0.0015956
  57262.4986990  -0.0022418   0.0015919
  57262.4991790  -0.0041260   0.0015999
  57262.4996590  -0.0019469   0.0016055
  57262.5001380  -0.0021809   0.0015837
  57262.5006170  -0.0024133   0.0016009
  57262.5010970   0.0002263   0.0016051
  57262.5015760  -0.0006515   0.0015959
  57262.5020560  -0.0030885   0.0015658
  57262.5025350  -0.0038685   0.0015611
  57262.5030150  -0.0009475   0.0015684
  57262.5034940   0.0006453   0.0015860
  57262.5039740  -0.0013691   0.0016179
  57262.5044530  -0.0008124   0.0015984
  57262.5049330  -0.0010266   0.0015933
  57262.5054120  -0.0022805   0.0015899
  57262.5058910   0.0009352   0.0015803
  57262.5063710  -0.0005187   0.0015966
  57262.5068500  -0.0011836   0.0015969
  57262.5073300   0.0028376   0.0016096
  57262.5078090   0.0034163   0.0016051
  57262.5082890  -0.0018094   0.0015862
  57262.5087680   0.0004338   0.0015841
  57262.5092480  -0.0004782   0.0015649
  57262.5097280  -0.0009722   0.0015956
  57262.5102070  -0.0041587   0.0016015
  57262.5106860   0.0038706   0.0016077
  57262.5111660  -0.0000393   0.0015709
  57262.5116450   0.0006881   0.0016080
  57262.5121250   0.0000631   0.0015851
  57262.5126040   0.0024759   0.0015993
  57262.5130840   0.0028249   0.0016285
  57262.5135640  -0.0011807   0.0015989
  57262.5140430   0.0012000   0.0015855
  57262.5145220  -0.0020633   0.0015894
  57262.5150020  -0.0002696   0.0016026
  57262.5154980   0.0003001   0.0014380
  57262.5160930  -0.0009641   0.0014590
  57262.5166880  -0.0002425   0.0014553
  57262.5172830  -0.0002445   0.0014377
  57262.5178780  -0.0001056   0.0014347
  57262.5184740   0.0022971   0.0014316
  57262.5190690  -0.0006032   0.0014349
  57262.5196640  -0.0013198   0.0014333
  57262.5202600  -0.0028009   0.0014363
  57262.5208540   0.0015259   0.0014282
  57262.5214490  -0.0004450   0.0014601
  57262.5220450   0.0016790   0.0014075
  57262.5226400  -0.0006306   0.0014281
  57262.5232350   0.0004310   0.0014657
  57262.5238300  -0.0014685   0.0014405
  57262.5244260   0.0027118   0.0014631
  57262.5250210  -0.0001948   0.0014334
  57262.5256160   0.0006613   0.0014374
  57262.5262110  -0.0015809   0.0014345
  57262.5268060   0.0006309   0.0014479
  57262.5274020  -0.0002685   0.0014328
  57262.5279970  -0.0029262   0.0014623
  57262.5285930   0.0007863   0.0014550
  57262.5291880   0.0017947   0.0014723
  57262.5297830  -0.0009404   0.0014703
  57262.5303780  -0.0028802   0.0014301
  57262.5309730   0.0038905   0.0014595
  57262.5315680   0.0011848   0.0014477
  57262.5321630  -0.0026079   0.0014540
  57262.5327590   0.0021119   0.0014952
  57262.5333540   0.0032686   0.0014430
  57262.5339490  -0.0006980   0.0014505
  57262.5345440  -0.0056925   0.0014093
  57262.5351390  -0.0014077   0.0014701
  57262.5357340  -0.0030496   0.0014820
  57262.5363300  -0.0003197   0.0014503
  57262.5369260   0.0011499   0.0014468
  57262.5375210  -0.0020268   0.0014400
  57262.5381160   0.0019989   0.0014538
  57262.5387110  -0.0026579   0.0014519
  57262.5393060   0.0016224   0.0014479
  57262.5399010   0.0011424   0.0014600
  57262.5404960   0.0016055   0.0014644
  57262.5410920   0.0004114   0.0014690
  57262.5416880   0.0008540   0.0014542
  57262.5422820   0.0033115   0.0014678
